#complex,groundtruth,z3flag
#6-terms generated expression.
3*(z&~(x^y))-1*(y|~(x^z))-4*(y^(x&(y^z)))+2*(x|y)+7*(~(x&~y)&(y^z))-1*((y&~z)|~(x|(~y&z)))+9*((x&z)^~(x^(y&z)))-8*(y&(x^z))-9*(~(x^y)|(x^z))-1*~(~x|(~y&z))-5*(z&(x^y))-2*(x&~z)+9*(y^~(~x&(~y|z)))+6*(y^(~x|(y|z)))-7*(~(x&y)&~(y^z))+1*((x&~y)|~(y^z))+4*((y&~z)|~(~x|(~y&z)))-3*(y^~(~x|(y&z)))+2*((x&z)^~(x^(~y&z)))-1*(z^~(x|(~y&z)))-8*(y^~(x|(y&z)))+2*(y^~(x&~z))+7*~(y|~z)+2*((x|y)&~(y^z))+5*~(x|(y|z))-14*~(x|(~y|z))+2*~(~x|(y|z))+15*~(~x|(~y|z))-16*(~x&(~y&z))+28*(~x&(y&z))-22*(x&(~y&z))+11*(x&(y&z)),-2*~(y^z),True
5*(y&(x^z))-2*(y^~(x&(y|z)))+2*(x^(~y|z))-7*((x&y)|(x^(y^z)))+8*((x|~y)&(x^(y^z)))+8*(~x&(y|z))-4*((x&y)|(y^z))+2*(y^(x|(~y&z)))+1*x+4*(y^(~x&(y^z)))-2*~(x^z)-2*~(~x&(~y|z))-7*(~(x&~y)&~(y^z))+1*(y^~(x&(~y&z)))-9*(~x&(~y|z))+3*(~y&~(x^z))-1*(z^(x|~y))-4*((x&~y)|(x^(y^z)))+4*(~(x&y)&(x^(y^z)))+5*((x&z)^(y|z))+1*(x|~y)-1*((x|y)&(x^(y^z)))-2*~(x|y)+7*(z^~(~x&(~y|z)))+7*~(x&(y&z))+9*~(x|(y|z))-14*~(~x|(y|z))-16*~(~x|(~y|z))-21*(~x&(~y&z))-23*(~x&(y&z))-2*(x&(~y&z))+15*(x&(y&z)),13*~(x|(~y|z)),True
-1*(z^~(x&(y&z)))+4*(z^(x|~y))-1*(~(x&~y)&~(x^(y^z)))-2*(y&~(x&~z))+1*~(~x&(~y&z))+1*(x&(y^z))-7*~(x&~z)-2*(z^~(x&~y))-9*((x^y)|~(x^z))-5*(y^(x&(y|z)))-2*(x^(y&z))+3*(z|(x&~y))-1*(y^~(x&z))-4*(x|(y|z))-8*~(~x|(y^z))-6*(y^~(x|(y&z)))-1*~(x|(~y&z))+1*(~(x^y)|~(x^z))+4*~(~x|(y&z))+3*(~(x&y)&(y^z))-7*((x|y)&~(y^z))-8*~(x&z)+3*(~x|(~y&z))-1*~(x|~z)+27*~(x|(y|z))+31*~(x|(~y|z))+27*~(~x|(y|z))+13*~(~x|(~y|z))+17*(~x&(~y&z))+41*(~x&(y&z))+13*(x&(~y&z))+40*(x&(y&z)),-1*((x^y)&(x^z)),True
6*(y^~(x&z))-2*(~x|(~y&z))+4*(y^~(~x&(~y|z)))-4*(~y|~(x^z))+2*(y&(x^z))-7*(~y&(x^z))+5*(~(x|y)|~(x^(y^z)))-2*(z^(x|(y&z)))-3*((y&z)^~(~x&(y^z)))+1*~(y^z)-8*~(x&(y&z))+2*(y&~z)+7*(x|(~y&z))+4*~(x|~z)-8*((x&y)|(x^(y^z)))+1*((x&z)^~(y&~z))-1*~(x&~x)+5*(z^(x&(y|z)))+3*(x&(y^z))+2*((x&z)^(y|z))+6*(z^(x|y))+1*((x&~y)|(x^(y^z)))+4*(y&~(x&z))+3*((x|~y)&~(x^(y^z)))+8*(y^(~x|(~y|z)))-14*~(x|(y|z))-9*~(~x|(y|z))-34*~(~x|(~y|z))-13*(~x&(~y&z))-26*(~x&(y&z))-22*(x&(~y&z))-3*(x&(y&z)),-8*(~z|(x^y))-1*((y&z)|(x&(y|z))),True
-1*(y|~(x|z))+7*~x-3*(y^(~x|(y|z)))-4*~(x^z)+1*(~(x&y)&(y^z))-1*(y^(~x&(~y|z)))-2*(y|(x^z))-9*~y+3*(~(x&y)&(x^(y^z)))-8*~(x&~x)-2*(x^(~y&z))-4*((x|y)&(y^z))+1*x+5*(z^~(x|(~y&z)))-9*~(y^z)-2*(z^(x|(~y|z)))-4*~(x&(y^z))-6*(z^(~x|(~y&z)))-5*(~x&(~y|z))-2*~z+5*(y^~(x|(y^z)))-2*(y^(x|(y&z)))+5*(~x|(~y|z))+9*(~(x|~y)|(x^(y^z)))+32*~(x|(y|z))+3*~(x|(~y|z))+22*~(~x|(y|z))+16*~(~x|(~y|z))+8*(~x&(~y&z))+8*(~x&(y&z))+18*(x&(~y&z))+16*(x&(y&z)),4*(~(x&~y)&(x^(y^z))),True
6*~(x|z)+1*(y&~(x&z))-4*~(~x&(y|z))-5*((x|~y)&~(x^(y^z)))+2*(~(x|~y)|~(x^(y^z)))-1*(y^(x|~z))-3*(~(x&y)&~(x^(y^z)))-9*~(x&~y)-1*~(x&~z)+4*(y^(x&(y^z)))+2*(z^(~x&(~y|z)))+5*(z^(~x|(y&z)))-9*(~y&(x^z))+2*(y&~(x^z))+3*(z^~(~x&(~y|z)))+7*(y^(x&z))+6*(~z&(x^y))+1*(z^(~x&(y|z)))+1*(~x&(y|z))-2*(y^(x&(~y|z)))-2*(y|z)+3*(x&(y|z))+1*~(x|y)-7*(y^~(~x|(~y&z)))+8*y-1*(z^(x|(~y|z)))+9*~(x|(y|z))-25*~(x|(~y|z))+16*~(~x|(y|z))+16*(~x&(~y&z))-5*(x&(~y&z))-3*(x&(y&z)),1*((x&~y)|~(y^z))+1*~(~x|(~y|z)),True
-2*((x&z)^(x^(~y&z)))-2*~(x&~z)-2*(x^(~y|z))-6*(y^~(x&z))+5*(z^(x|(y|z)))-8*(~y&~(x^z))-1*(y^~(x&(~y&z)))+3*(z|(x&y))+9*(~(x&~y)&~(y^z))-1*(z^~(x|y))-4*(~(x|~y)|(y^z))+1*(z^(x|~y))-2*(z&~(x&~y))+9*(x&~y)+3*~(y^z)-6*(x&z)-9*(y^(x|~z))+8*(y^~(~x&(~y&z)))+8*~(x^(~y|z))-1*~(x&~x)-4*(~x|(~y|z))-3*(y^(x&(y^z)))+4*(y^(~x&(y|z)))-1*~(x&~y)+14*~(x|(y|z))+2*~(x|(~y|z))+1*~(~x|(y|z))-3*~(~x|(~y|z))+27*(~x&(~y&z))+25*(~x&(y&z))+21*(x&(~y&z))+11*(x&(y&z)),3*((x|y)&~(y^z))+9*(z|(x&~y)),True
#33-terms generated expression.
2*~(x^(~y&z))+1*(~(x|y)|~(y^z))-8*(x&z)-5*(~z&(x^y))+1*(y&(x|~z))-7*(~(x&y)&~(y^z))-1*(~(x|~y)|(x^(y^z)))+4*((x^y)|(x^z))+8*(z^~(x|(y&z)))+7*(x|z)-6*((x&y)|~(y^z))-2*(z^~(x&y))+1*((x&z)^(x^(y&z)))+4*~(~x&(y^z))-3*~(y&~z)+2*(y|~(x|z))-9*(y^(x&(~y|z)))-6*((x&y)|~(y|~z))-8*~(x&(y^z))+6*y+1*(~z|~(x^y))+2*((y&z)^~(~x&(y^z)))+1*((x|~y)&(y^z))-8*(y^(x&~z))+9*(~x|(~y|z))-10*~(x|(y|z))-7*~(x|(~y|z))+13*~(~x|(y|z))-8*~(~x|(~y|z))-5*(~x&(~y&z))-2*(~x&(y&z))-18*(x&(~y&z))+2*(x&(y&z)),-7*(y^~(~x&(y^z))),True
-1*((x&z)^(x^(y&z)))+6*(y&(x|~z))-9*~(y|~z)-4*~(~x|(y&z))-2*(z^(x|(y&z)))-2*x-9*~(x&~z)-4*((x&y)^(y|z))+8*(y|~z)+1*(~(x&y)&~(y^z))+8*(z&(x^y))+5*(y^(~x|(~y|z)))+1*~(y|z)+6*(y&(x^z))+3*(z|~(x|y))-5*(x^(y^z))-5*(~(x&~y)&~(x^(y^z)))-1*~(x|(~y&z))+2*(~(x&y)&(x^(y^z)))-8*((x&y)^~(x^(y&z)))+8*(x|(~y|z))+1*(y^(~x|(y^z)))+8*(y^(x&(~y|z)))-6*(y^(x|~z))-7*((x|~y)&~(x^(y^z)))-1*(z|(x^y))+8*~(x|(y|z))-12*~(~x|(y|z))-12*~(~x|(~y|z))+19*(~x&(~y&z))-15*(~x&(y&z))+9*(x&(~y&z))-8*(x&(y&z)),-3*~(x|(~y|z))-1*~(x|z),True
3*(x^z)-2*~(y|~z)-8*(~(x&~y)&~(x^(y^z)))-5*(~z|(x^y))-9*(~x&(y^z))-3*(x^(~y&z))-2*(z|~(x^y))-4*((x&y)|(x^(y^z)))+2*(y^(~x|(~y|z)))+4*(z^~(x|(~y&z)))-2*((x&~y)|(x^(y^z)))-3*(z&~(x&y))+3*((x&y)^(x^(y&z)))-6*(x|(y^z))-7*~(x&(y|z))+6*((x^y)&(x^z))-6*(y^(x|~z))+2*(z^~(~x|(~y&z)))+8*(y^(x|(y|z)))+2*((x&y)|~(y^z))-1*((x|y)&~(y^z))+7*(z^~(x&y))+9*~(x^y)+4*(~y&~(x^z))+2*(x&z)+2*~(x|(y|z))+24*~(x|(~y|z))+1*~(~x|(y|z))+11*~(~x|(~y|z))+11*(~x&(~y&z))+18*(~x&(y&z))+1*(x&(~y&z))-8*(x&(y&z)),2*~(x|(~y&z))+1*(y^(~x&(y|z))),True
-9*~(x&z)+2*(~(x&~y)&(x^(y^z)))+1*(z^(x&(~y|z)))-1*(y|(x^z))-5*(z^(x&~y))+8*(y^(~x|(y|z)))+4*(z^~(x|(y&z)))+1*((x&z)^(x^(~y&z)))-6*(~y&(x^z))+8*(x|z)-1*(y|~(x^z))-1*((y&~z)^(~x|(y^z)))+3*(y^~(~x&(~y|z)))+7*(y^~(x&~z))-1*x+4*((x&y)|~(x^(y^z)))-1*((y&z)|(~x&(y|z)))-7*~(y^z)-1*(x^(y^z))+9*((y&z)^~(x&(y^z)))+1*(~x&(y^z))+2*(y&(x|~z))-2*~(x&(y|z))+1*~(~x|(~y&z))+4*(z^(x&(y|z)))+1*~(~x|(y&z))-15*~(x|(y|z))-6*~(x|(~y|z))+8*~(~x|(y|z))-19*~(~x|(~y|z))-18*(~x&(~y&z))-33*(x&(~y&z))-7*(x&(y&z)),-3*~(x&~y),True
-4*~(y|~z)-6*(~x|(y&z))-8*(y^~(~x&(y&z)))-5*~(x&z)-2*~(x|z)+1*(y^(x|~z))-1*(z^~(x&(y|z)))-7*(~x|(~y&z))+1*(y^(x&~z))+1*(y&~(x^z))-2*((x&z)|~(y|z))-1*~(~x|(y^z))+9*((x&z)^~(x^(~y&z)))+8*(x^y)+2*(z^(x&~y))+5*(z^~(x|(y&z)))-1*~(x&y)+6*(z^~(x|~y))-1*~(x^(~y|z))-1*~(x|~y)+1*(~(x&y)&(y^z))+7*(y&(x|z))-8*(~(x&~y)&~(y^z))-1*((x&y)|(y^z))-9*((x&z)^~(y&~z))+33*~(x|(y|z))-11*~(x|(~y|z))+15*~(~x|(y|z))-7*~(~x|(~y|z))+31*(~x&(~y&z))+7*(~x&(y&z))+4*(x&(~y&z))-17*(x&(y&z)),-1*(y^~(x&(y|z)))-5*y,True
9*(y^~(x|(y^z)))+9*((x&y)^(x^(~y|z)))-9*((x|y)&~(x^(y^z)))-8*(z^~(x&(~y|z)))+4*((x|~y)&~(x^(y^z)))-7*~y-1*~(~x&(~y&z))-1*((x|~y)&(x^(y^z)))-4*(y^~(~x|(~y&z)))-4*((x&~y)|(x^(y^z)))-3*(~x|(y^z))-1*(z^~(~x&(~y|z)))+1*((x&y)|~(y^z))-6*(y^~(x|~z))-1*(~(x|y)|~(x^(y^z)))+1*(~(x|~y)|~(y^z))-6*(y^(x&(~y|z)))+1*(z^~(x&~y))-7*~(x^(y^z))-9*(z^(x|y))+4*((x&z)^(x^(~y&z)))-6*(~(x&~y)&(y^z))-9*(y|(x^z))+5*(x&y)+1*(y&~(x&~z))+2*~(x|(y|z))+52*~(x|(~y|z))+43*~(~x|(y|z))+49*~(~x|(~y|z))+34*(~x&(~y&z))+29*(~x&(y&z))+44*(x&(~y&z))+10*(x&(y&z)),7*~(~x&(~y|z)),True
-1*~(x|(y^z))+2*(x|(y|z))+1*((x&~y)|(y^z))-6*~z-5*(z^(x&(~y|z)))-1*~(x&(y|z))-1*~(y&z)+1*(~(x&y)&~(x^(y^z)))+1*~(~x|(~y&z))+1*(y|~z)+8*(y^~(x&(y^z)))-9*(z^(~x|(~y|z)))+6*(y^(x&(y|z)))+7*(y^(~x&(y^z)))-9*(z^~(x&(y|z)))-6*((x|y)&~(y^z))+4*(y^(x|(~y&z)))-2*~(~x|(y&z))+2*(z^(x&y))-4*(y^~(x|(y&z)))+7*((y&z)|(~x&(y|z)))-1*(~x|(~y|z))-1*~(x^(y^z))-2*(y^~(~x&(y|z)))-1*(~z|~(x^y))+25*~(x|(y|z))+14*~(x|(~y|z))+31*~(~x|(y|z))-1*~(~x|(~y|z))-12*(~x&(~y&z))-4*(~x&(y&z))+5*(x&(~y&z))+2*(x&(y&z)),-1*((x^y)|~(x^z))+6*((x^y)|(x^z)),True
-1*(x|(~y&z))-3*(y&~(x^z))-7*~(x^(~y|z))-3*(z^~(~x&(y&z)))-1*((x&y)^(x^(y&z)))+9*~(~x|(~y&z))-1*(y^~(x&(y&z)))-4*~(y^z)-9*(z^~(x|(~y&z)))-8*((y&z)|(x&(y|z)))+1*(y^~(~x|(y^z)))-1*(z&~(x^y))+4*~(y&~z)+6*x-2*((x&y)^(x^(~y|z)))-2*~(~x|(y&z))+3*~(x^(y|z))-9*~(x^y)+1*(x|z)-9*(~x&(y|z))+4*((x|~y)&(y^z))-5*(x|y)-6*~(x&(y&z))-6*(z&(x|y))+1*(x^(~y&z))+7*(~(x|~y)|~(x^(y^z)))+20*~(x|(y|z))+34*~(x|(~y|z))+8*~(~x|(y|z))+2*~(~x|(~y|z))+28*(~x&(~y&z))+31*(~x&(y&z))+21*(x&(~y&z)),-33*(x&(y&z)),True
8*(y&z)+1*((x^y)&~(x^z))+1*(y^(~x|(y|z)))-1*(x&z)-2*~(x&~x)-1*(z|(x&y))+1*(y^~(~x|(~y&z)))+9*~(x&~z)+3*((y&~z)^(x|(y^z)))-8*((x&y)|~(y|z))-7*(z^~(x&(y|z)))+1*((y&z)|(~x&(y|z)))+4*(~x|(y&z))-4*(y^(x|(y&z)))+3*(~(x&y)&(x^(y^z)))-1*(y|(x&~z))-2*(z^(~x&(y|z)))+1*(x|~z)-4*(~(x&y)&(y^z))-2*y+6*(y^~(x|(y^z)))-1*~(~x&(~y&z))-1*(z^(x|(~y&z)))-2*(y^(~x|(y&z)))+8*(y^~(~x|(y^z)))-9*((x&~y)|~(x^(y^z)))+7*~(x|(y|z))-12*~(x|(~y|z))+17*~(~x|(y|z))+12*~(~x|(~y|z))-13*(~x&(~y&z))-14*(~x&(y&z))+15*(x&(~y&z)),8*(x&(y&z))-1*(z^~(x|(~y&z))),True
2*(y^~(x|(~y&z)))+2*((x&z)^~(x^(~y&z)))-9*((x|y)&(x^(y^z)))-1*(~(x&~y)&~(y^z))-8*((x^y)|~(x^z))+8*((x&y)|~(y|z))+2*(x|(y|z))-4*~(x^(~y|z))+2*(~(x&y)&(y^z))-1*(z^~(x&(~y&z)))+3*(y|(x^z))+2*(z^~(~x&(y|z)))-2*(x|(~y&z))-1*((x^y)|(x^z))-5*(z^~(~x&(~y|z)))-7*(z^(~x|(y|z)))-5*~(x^y)+6*((y&z)|(x&(y|z)))-8*(x&z)-2*(z^~(x&(~y|z)))+6*(~x|(~y&z))-1*(~x|(y|z))-2*(z^~(x&(y&z)))+9*~(x&~y)+1*(y^(x|~z))-8*(~(x&y)&~(y^z))+1*((x&z)^~(y&~z))-6*~(x|(y|z))+10*~(x|(~y|z))+19*~(~x|(y|z))-10*~(~x|(~y|z))-17*(~x&(~y&z))-8*(~x&(y&z)),-6*(z^~(x|(~y&z)))-4*~(~x&(y|z)),True
2*~(x&(y&z))+2*(y^~(~x&(~y|z)))-4*(z^~(~x|(y&z)))+1*(x^(~y&z))-2*(~x&(y|z))-4*(z^(x|(~y&z)))+5*((y&z)|(~x&(y|z)))-5*~(x&~z)-1*(y^(x&(y^z)))+2*(z|~(x|~y))-1*(~(x|~y)|(y^z))-2*(y|(x^z))+5*(z^(x|(~y|z)))-1*(y^(x&z))+6*(x^(y|z))-3*(z&~(x^y))+9*((x&y)^(x^(y&z)))-3*~(x|z)-6*((x|y)&(y^z))-2*(y^(~x|(~y&z)))+1*(z^(x&(~y|z)))-1*(x|(~y|z))+1*(z|~(x^y))-1*(z^(~x&(y|z)))-4*(x&~y)+3*~(x|(y|z))+7*~(x|(~y|z))-2*~(~x|(y|z))+21*~(~x|(~y|z))+11*(~x&(~y&z))+2*(~x&(y&z))+15*(x&(~y&z))+1*(x&(y&z)),9*(z^~(~x|(~y&z))),True
6*(~(x&~y)&~(y^z))-2*(z|~(x|y))+2*(~(x^y)|(x^z))+3*(x^(y|z))+2*(~(x^y)|~(x^z))+1*(~x|(y|z))-1*(z^(~x|(y|z)))+1*~(~x|(y^z))-8*(x|(y|z))-1*(z^~(~x&(~y&z)))+9*((y&z)^~(x&(y^z)))+8*(y&(x|z))+1*(~(x|y)|~(y^z))-8*(y&(x|~z))-4*(y^(x|(y&z)))-3*~(x^(y&z))-4*(~(x^y)&(x^z))-1*((x|~y)&~(x^(y^z)))-8*~(x&(~y|z))+2*((x^y)|~(x^z))+7*~(y&z)+9*(y^~(~x|(y&z)))-5*(y^~(x&(~y&z)))+6*~(x&(~y&z))-1*(z^(x&(~y|z)))-20*~(x|(y|z))-10*~(x|(~y|z))-25*~(~x|(y|z))+1*~(~x|(~y|z))-3*(~x&(~y&z))-24*(~x&(y&z))-11*(x&(~y&z))-22*(x&(y&z)),-4*~(x&~x)-1*(z^~(x|y)),True
1*(x&(~y|z))+7*(~x|(y|z))-5*(~(x&y)&~(x^(y^z)))-1*((y&z)^~(~x&(y^z)))+2*~(x|y)+1*(y^~(x&z))+9*(z^(x&~y))-2*(~y&(x^z))-6*(x&~z)-5*(~x&(y|z))+3*(~(x|y)|~(x^(y^z)))+4*(y^~(~x&(~y|z)))+9*(z^~(x&(~y|z)))-9*(~y|~(x^z))-4*((x&y)^~(x^(~y|z)))-5*(z&(x|~y))+1*(~(x&~y)&(x^(y^z)))+5*(z&~(x&~y))+1*(y&~(x&z))+1*((x&~y)|~(y^z))-6*~(x&y)-2*((x&y)^(x^(y&z)))+2*(y^~(x&(~y|z)))-8*~(~x&(y&z))+2*(z|(x^y))+6*~(x|(y|z))+12*~(x|(~y|z))+20*~(~x|(y|z))-1*~(~x|(~y|z))+3*(~x&(~y&z))-14*(~x&(y&z))+13*(x&(~y&z))-12*(x&(y&z)),2*(~(x^y)&~(x^z)),True
4*~(y|~z)+5*(~x|(y^z))-1*~(y^z)+3*~(x^(y&z))+3*(y^~(x&(y|z)))-1*~y+7*(~y|~(x^z))+2*(y^~(x&z))-2*(~z&~(x^y))-9*(~x|(y&z))+1*((x&y)^(x^(~y|z)))-6*(z|(x^y))+5*((x|y)&(x^(y^z)))-1*~(x&(y&z))-5*(z^(x|y))+4*(z^(x&y))+1*(z^~(~x&(~y&z)))-6*(z^(~x|(y|z)))-3*(z|~(x^y))-2*~(~x&(~y&z))-2*(~y&~(x^z))-1*~(y&~z)-5*((x|~y)&~(x^(y^z)))+1*~(x&y)-5*(y^(x|(y&z)))+10*~(x|(y|z))+21*~(x|(~y|z))+12*~(~x|(y|z))+20*~(~x|(~y|z))+4*(~x&(~y&z))+12*(~x&(y&z))+5*(x&(~y&z))+10*(x&(y&z)),9*((x&y)|(x^(y^z))),True
8*(y&~(x&~z))-1*(~(x&~y)&(y^z))+8*(~(x|y)|~(y^z))-9*(~(x^y)&~(x^z))+5*(y&~(x^z))+7*(y^(~x|(y|z)))+4*(~z&(x^y))-7*(z|(x^y))+8*(~(x&y)&~(x^(y^z)))-2*(y^~(x|(y&z)))-1*((x&~y)|(x^(y^z)))-8*~(~x|(y&z))+7*((x|~y)&(x^(y^z)))-4*(~x&(y^z))+1*(~(x&~y)&~(x^(y^z)))+1*(~x|(y^z))-1*(y&(x|~z))-1*(x|z)+1*((y&~z)^(~x|(y^z)))+1*(y&~(x&z))-1*(~(x&y)&(x^(y^z)))+8*((x&z)^~(x^(y&z)))-7*~(x&(~y|z))-7*(y|~(x^z))+7*(y^(x&z))-9*~(x|(y|z))-5*~(x|(~y|z))-3*~(~x|(y|z))+15*~(~x|(~y|z))-8*(~x&(~y&z))-13*(~x&(y&z))-10*(x&(~y&z))-2*(x&(y&z)),-2*(x|(y&z)),True
1*~(~x&(y&z))+8*(y^(x&(y^z)))-1*(z^~(~x&(y|z)))+4*((y&~z)|~(~x|(~y&z)))+9*~(x^z)-6*(y^~(~x|(y&z)))-4*(y^(x&(~y|z)))+3*(y^~(x&z))+4*(~(x|y)|(y^z))-4*((x&y)|~(y|~z))+9*(z|(x&~y))+2*((x&z)|(y&~z))+2*(y|z)-1*~x-2*(~x&(y^z))-3*(z&~(x&y))-2*(~(x|~y)|(y^z))-1*(x|(y^z))+7*~(y&z)-9*((y&z)|(x&(y|z)))-3*(y^~(x|z))+8*~(x^(y^z))-8*~(y|~z)-8*(z^~(~x&(~y|z)))-1*(~y&~(x^z))-26*~(x|(y|z))-14*~(x|(~y|z))-4*~(~x|(y|z))+4*~(~x|(~y|z))+3*(~x&(~y&z))+9*(~x&(y&z))-12*(x&(~y&z))-16*(x&(y&z)),-1*((y&z)|(~x&(y|z))),True
1*(~x|(~y|z))-2*((x&z)^(x^(~y&z)))-5*~(x&~x)+2*~(x&(~y|z))+5*(y^~(x&z))-4*((x|~y)&~(x^(y^z)))-5*~(x&z)+2*(y^(x|(~y|z)))+1*(~(x&y)&~(y^z))+4*(z^~(x|(~y&z)))-1*((x&y)^~(x^(~y|z)))-6*((x&z)^~(y&~z))-6*((x&~y)|(y^z))+8*(z&(x^y))-5*(x|y)+1*((x^y)|~(x^z))+2*(y^~(x|~z))-9*(y&(x|z))+9*(z|(x&y))+2*((x&z)|~(y|z))-1*(z^~(~x&(y&z)))-1*~(x&~z)+1*((x&y)|(y^z))-1*~(x^y)-2*~(x&y)+2*~(x|(y|z))+6*~(x|(~y|z))+21*~(~x|(y|z))+20*~(~x|(~y|z))-3*(~x&(~y&z))+10*(~x&(y&z))-7*(x&(~y&z))-9*(x&(y&z)),-2*~(x|~y)-5*(~(x^y)|~(x^z)),True
1*(~x|(y^z))+1*(z^(x|~y))+1*(~(x^y)|~(x^z))-2*(~x&(~y|z))+1*(x|~z)-1*(y^z)-3*~(x|(y&z))-9*(z^~(x&y))+8*~(~x&(~y&z))+2*(y^~(x&~z))-1*(z|(x&y))-2*(z|~(x^y))+6*(z&~(x&y))-1*((y&~z)|~(~x|(~y&z)))+6*((x&y)|~(y^z))-4*(z^~(x&(~y&z)))-7*(z^(x&y))-4*~(x&y)-5*(x^z)-2*~(~x&(y^z))+5*(~(x|~y)|(x^(y^z)))+1*(x|(y&z))-1*(y^~(x&z))+4*(z^~(x|(y&z)))+8*(y|(x&z))+3*~(x|(y|z))-3*~(x|(~y|z))+1*~(~x|(y|z))-3*~(~x|(~y|z))+11*(~x&(~y&z))-17*(~x&(y&z))-11*(x&(~y&z))-18*(x&(y&z)),3*(y^(x&z))-3*(y^~(~x&(~y|z))),True
7*~(x|~y)-2*(y^~(x&(~y&z)))+5*(~z&~(x^y))+1*x-8*(~(x^y)|(x^z))-3*~(x&(y&z))+5*(y^(x|z))+3*(z^(x|(y&z)))+1*~(x&(~y|z))-9*((x|y)&(x^(y^z)))-6*((y&~z)|~(~x|(~y&z)))-1*((x&z)|(y&~z))+7*(z^~(~x&(~y&z)))+2*(y^~(x&(y^z)))-2*(x|~z)-4*((x&y)^(y|z))-2*(z^(~x&(y|z)))-3*((x&z)^(x^(~y&z)))+2*(y^~(x|(y^z)))+8*(y&z)+6*(y^~(~x&(y^z)))-1*~(x^(y&z))+3*(y|~(x^z))+6*(x^(y|z))+3*(~(x^y)&(x^z))-1*(x^z)-5*((y&z)^~(x&(y^z)))-9*~(x|(y|z))-8*~(x|(~y|z))+8*~(~x|(y|z))-7*~(~x|(~y|z))-10*(~x&(y&z))+14*(x&(y&z)),-1*((x|y)&~(y^z))-4*(z^(~x|(y|z))),True
2*(z&(x|~y))-4*~(y&~z)+1*(z^~(x|(y&z)))-8*~(~x&(y^z))-3*(~x&(y|z))-1*~(x^(~y|z))-1*(y^~(x|(y&z)))+1*(z^~(x&~y))-3*(z^(x|(~y&z)))-3*(x^(~y|z))-4*(~(x|y)|(y^z))+3*(x^(y&z))+1*(~x|(~y|z))-9*((x&y)|(x^(y^z)))+1*(~(x|y)|~(x^(y^z)))+1*(y^~(x|~z))+6*~(~x|(y^z))-9*~(x&(~y|z))+6*(~(x&~y)&(x^(y^z)))-7*(y&(x|~z))-1*(~(x&y)&~(y^z))-1*~(x&z)-2*(y&~z)-2*(y&(x^z))+9*(~(x&~y)&~(x^(y^z)))-7*((x|y)&~(y^z))+10*~(x|(y|z))+18*~(x|(~y|z))+16*~(~x|(y|z))+26*~(~x|(~y|z))+15*(~x&(~y&z))+19*(~x&(y&z))+20*(x&(y&z)),-8*~(x&(y&z)),True
-8*((x^y)|~(x^z))+8*(x^(y^z))-5*(~y&(x^z))-1*~(x|y)+9*(y^(~x|(y&z)))-3*(y^~(x&(y^z)))+3*(z^(~x&(~y|z)))+2*(x&y)+1*(y|(x^z))-2*((y&~z)^(~x|(y^z)))-1*(y&(x|z))+1*(z^(x|y))-9*(y&(x|~z))+9*((x&~y)|~(x^(y^z)))+8*(~x|(y^z))-1*(y^~(~x&(y|z)))+5*(~(x|y)|~(x^(y^z)))+1*~y+1*(~x|(~y&z))+4*~(x^(~y&z))-5*(y^~(~x&(~y&z)))-9*(~(x&y)&~(y^z))+1*(x^(~y|z))+7*((x|y)&~(x^(y^z)))-6*(~(x&y)&(y^z))-8*~(x|(y|z))+5*~(x|(~y|z))+15*~(~x|(y|z))-26*~(~x|(~y|z))-14*(~x&(~y&z))-11*(~x&(y&z))-12*(x&(~y&z))+4*(x&(y&z)),4*~(x&(y&z)),True
#34-terms generated expression.
1*(~x|(~y&z))+7*(y^~(~x&(y|z)))+5*(x|z)-9*(x|(y^z))+9*(y^~(~x&(~y|z)))-4*(y^~(x|(y^z)))+1*(x|~y)-7*~(x&~z)+1*(y|(x&z))-3*(z|(x&~y))+1*((x^y)|~(x^z))-5*(z^(~x&(y|z)))-7*((x&y)|~(x^(y^z)))-9*((x&z)^~(x^(y&z)))-8*((y&~z)|~(~x|(~y&z)))+5*((x&y)|(x^(y^z)))-4*(z^(x&y))+9*(y^~(~x|(y^z)))+5*(z^(x&~y))+6*(y&(x|z))+4*(x|(~y&z))+1*(y&~z)+1*(y^(x&(~y|z)))+2*(y^~(x&(~y&z)))+1*((x&z)^~(x^(~y&z)))-2*((y&z)|(~x&(y|z)))+14*~(x|(y|z))+19*~(x|(~y|z))-29*~(~x|(y|z))-1*~(~x|(~y|z))+11*(~x&(~y&z))-21*(~x&(y&z))+16*(x&(~y&z))+18*(x&(y&z)),2*(y^(x&(y^z))),True
